"error","ranef","alpha","var.settings","variable","prop.reject","nortest","random.effect","rotation","s"
"norm","norm",0.1,"sige1_sigb1","CVM.b1",0.099,"CVM","b1","Rotated",30
"norm","t",0.05,"sige1_sigb1","CVM.b1",0.116,"CVM","b1","Rotated",30
"norm","t",0.1,"sige1_sigb1","CVM.b1",0.18,"CVM","b1","Rotated",30
"t","exp",0.05,"sige1_sigb1","CVM.b1",0.101,"CVM","b1","Rotated",30
"t","exp",0.1,"sige1_sigb1","CVM.b1",0.16,"CVM","b1","Rotated",30
"t","norm",0.05,"sige1_sigb1","CVM.b1",0.07,"CVM","b1","Rotated",30
"t","norm",0.1,"sige1_sigb1","CVM.b1",0.128,"CVM","b1","Rotated",30
"t","t",0.05,"sige1_sigb1","CVM.b1",0.136,"CVM","b1","Rotated",30
"t","t",0.1,"sige1_sigb1","CVM.b1",0.194,"CVM","b1","Rotated",30
"exp","exp",0.05,"sige1_sigb2","CVM.b1",0.141,"CVM","b1","Rotated",30
"exp","exp",0.1,"sige1_sigb2","CVM.b1",0.216,"CVM","b1","Rotated",30
"exp","norm",0.05,"sige1_sigb2","CVM.b1",0.051,"CVM","b1","Rotated",30
"exp","norm",0.1,"sige1_sigb2","CVM.b1",0.081,"CVM","b1","Rotated",30
"exp","t",0.05,"sige1_sigb2","CVM.b1",0.139,"CVM","b1","Rotated",30
"exp","t",0.1,"sige1_sigb2","CVM.b1",0.234,"CVM","b1","Rotated",30
"norm","exp",0.05,"sige1_sigb2","CVM.b1",0.154,"CVM","b1","Rotated",30
"norm","exp",0.1,"sige1_sigb2","CVM.b1",0.226,"CVM","b1","Rotated",30
"norm","norm",0.05,"sige1_sigb2","CVM.b1",0.05,"CVM","b1","Rotated",30
"norm","norm",0.1,"sige1_sigb2","CVM.b1",0.099,"CVM","b1","Rotated",30
"norm","t",0.05,"sige1_sigb2","CVM.b1",0.158,"CVM","b1","Rotated",30
"norm","t",0.1,"sige1_sigb2","CVM.b1",0.227,"CVM","b1","Rotated",30
"t","exp",0.05,"sige1_sigb2","CVM.b1",0.139,"CVM","b1","Rotated",30
"t","exp",0.1,"sige1_sigb2","CVM.b1",0.204,"CVM","b1","Rotated",30
"t","norm",0.05,"sige1_sigb2","CVM.b1",0.04,"CVM","b1","Rotated",30
"t","norm",0.1,"sige1_sigb2","CVM.b1",0.088,"CVM","b1","Rotated",30
"t","t",0.05,"sige1_sigb2","CVM.b1",0.175,"CVM","b1","Rotated",30
"t","t",0.1,"sige1_sigb2","CVM.b1",0.242,"CVM","b1","Rotated",30
"exp","exp",0.05,"sige2_sigb1","CVM.b1",0.08,"CVM","b1","Rotated",35
"exp","exp",0.1,"sige2_sigb1","CVM.b1",0.135,"CVM","b1","Rotated",35
"exp","norm",0.05,"sige2_sigb1","CVM.b1",0.054,"CVM","b1","Rotated",35
"exp","norm",0.1,"sige2_sigb1","CVM.b1",0.109,"CVM","b1","Rotated",35
"exp","t",0.05,"sige2_sigb1","CVM.b1",0.07,"CVM","b1","Rotated",35
"exp","t",0.1,"sige2_sigb1","CVM.b1",0.132,"CVM","b1","Rotated",35
"norm","exp",0.05,"sige2_sigb1","CVM.b1",0.055,"CVM","b1","Rotated",35
"norm","exp",0.1,"sige2_sigb1","CVM.b1",0.106,"CVM","b1","Rotated",35
"norm","norm",0.05,"sige2_sigb1","CVM.b1",0.056,"CVM","b1","Rotated",35
"norm","norm",0.1,"sige2_sigb1","CVM.b1",0.114,"CVM","b1","Rotated",35
"norm","t",0.05,"sige2_sigb1","CVM.b1",0.061,"CVM","b1","Rotated",35
"norm","t",0.1,"sige2_sigb1","CVM.b1",0.111,"CVM","b1","Rotated",35
"t","exp",0.05,"sige2_sigb1","CVM.b1",0.104,"CVM","b1","Rotated",35
"t","exp",0.1,"sige2_sigb1","CVM.b1",0.175,"CVM","b1","Rotated",35
"t","norm",0.05,"sige2_sigb1","CVM.b1",0.08,"CVM","b1","Rotated",35
"t","norm",0.1,"sige2_sigb1","CVM.b1",0.143,"CVM","b1","Rotated",35
"t","t",0.05,"sige2_sigb1","CVM.b1",0.135,"CVM","b1","Rotated",35
"t","t",0.1,"sige2_sigb1","CVM.b1",0.197,"CVM","b1","Rotated",35
"exp","exp",0.05,"sige1_sigb1","CVM.b1",0.107,"CVM","b1","Rotated",35
"exp","exp",0.1,"sige1_sigb1","CVM.b1",0.173,"CVM","b1","Rotated",35
"exp","norm",0.05,"sige1_sigb1","CVM.b1",0.058,"CVM","b1","Rotated",35
"exp","norm",0.1,"sige1_sigb1","CVM.b1",0.098,"CVM","b1","Rotated",35
"exp","t",0.05,"sige1_sigb1","CVM.b1",0.102,"CVM","b1","Rotated",35
"exp","t",0.1,"sige1_sigb1","CVM.b1",0.154,"CVM","b1","Rotated",35
"norm","exp",0.05,"sige1_sigb1","CVM.b1",0.103,"CVM","b1","Rotated",35
"norm","exp",0.1,"sige1_sigb1","CVM.b1",0.159,"CVM","b1","Rotated",35
"norm","norm",0.05,"sige1_sigb1","CVM.b1",0.047,"CVM","b1","Rotated",35
"norm","norm",0.1,"sige1_sigb1","CVM.b1",0.081,"CVM","b1","Rotated",35
"norm","t",0.05,"sige1_sigb1","CVM.b1",0.11,"CVM","b1","Rotated",35
"norm","t",0.1,"sige1_sigb1","CVM.b1",0.189,"CVM","b1","Rotated",35
"t","exp",0.05,"sige1_sigb1","CVM.b1",0.105,"CVM","b1","Rotated",35
"t","exp",0.1,"sige1_sigb1","CVM.b1",0.169,"CVM","b1","Rotated",35
"t","norm",0.05,"sige1_sigb1","CVM.b1",0.074,"CVM","b1","Rotated",35
"t","norm",0.1,"sige1_sigb1","CVM.b1",0.135,"CVM","b1","Rotated",35
"t","t",0.05,"sige1_sigb1","CVM.b1",0.155,"CVM","b1","Rotated",35
"t","t",0.1,"sige1_sigb1","CVM.b1",0.218,"CVM","b1","Rotated",35
"exp","exp",0.05,"sige1_sigb2","CVM.b1",0.143,"CVM","b1","Rotated",35
"exp","exp",0.1,"sige1_sigb2","CVM.b1",0.217,"CVM","b1","Rotated",35
"exp","norm",0.05,"sige1_sigb2","CVM.b1",0.041,"CVM","b1","Rotated",35
"exp","norm",0.1,"sige1_sigb2","CVM.b1",0.084,"CVM","b1","Rotated",35
"exp","t",0.05,"sige1_sigb2","CVM.b1",0.159,"CVM","b1","Rotated",35
"exp","t",0.1,"sige1_sigb2","CVM.b1",0.228,"CVM","b1","Rotated",35
"norm","exp",0.05,"sige1_sigb2","CVM.b1",0.157,"CVM","b1","Rotated",35
"norm","exp",0.1,"sige1_sigb2","CVM.b1",0.225,"CVM","b1","Rotated",35
"norm","norm",0.05,"sige1_sigb2","CVM.b1",0.06,"CVM","b1","Rotated",35
"norm","norm",0.1,"sige1_sigb2","CVM.b1",0.108,"CVM","b1","Rotated",35
"norm","t",0.05,"sige1_sigb2","CVM.b1",0.148,"CVM","b1","Rotated",35
"norm","t",0.1,"sige1_sigb2","CVM.b1",0.236,"CVM","b1","Rotated",35
"t","exp",0.05,"sige1_sigb2","CVM.b1",0.157,"CVM","b1","Rotated",35
"t","exp",0.1,"sige1_sigb2","CVM.b1",0.254,"CVM","b1","Rotated",35
"t","norm",0.05,"sige1_sigb2","CVM.b1",0.049,"CVM","b1","Rotated",35
"t","norm",0.1,"sige1_sigb2","CVM.b1",0.112,"CVM","b1","Rotated",35
"t","t",0.05,"sige1_sigb2","CVM.b1",0.2,"CVM","b1","Rotated",35
"t","t",0.1,"sige1_sigb2","CVM.b1",0.267,"CVM","b1","Rotated",35
"exp","exp",0.05,"sige2_sigb1","CVM.b1",0.088,"CVM","b1","Rotated",40
"exp","exp",0.1,"sige2_sigb1","CVM.b1",0.141,"CVM","b1","Rotated",40
"exp","norm",0.05,"sige2_sigb1","CVM.b1",0.061,"CVM","b1","Rotated",40
"exp","norm",0.1,"sige2_sigb1","CVM.b1",0.112,"CVM","b1","Rotated",40
"exp","t",0.05,"sige2_sigb1","CVM.b1",0.08,"CVM","b1","Rotated",40
"exp","t",0.1,"sige2_sigb1","CVM.b1",0.143,"CVM","b1","Rotated",40
"norm","exp",0.05,"sige2_sigb1","CVM.b1",0.055,"CVM","b1","Rotated",40
"norm","exp",0.1,"sige2_sigb1","CVM.b1",0.094,"CVM","b1","Rotated",40
"norm","norm",0.05,"sige2_sigb1","CVM.b1",0.038,"CVM","b1","Rotated",40
"norm","norm",0.1,"sige2_sigb1","CVM.b1",0.095,"CVM","b1","Rotated",40
"norm","t",0.05,"sige2_sigb1","CVM.b1",0.051,"CVM","b1","Rotated",40
"norm","t",0.1,"sige2_sigb1","CVM.b1",0.102,"CVM","b1","Rotated",40
"t","exp",0.05,"sige2_sigb1","CVM.b1",0.109,"CVM","b1","Rotated",40
"t","exp",0.1,"sige2_sigb1","CVM.b1",0.17,"CVM","b1","Rotated",40
"t","norm",0.05,"sige2_sigb1","CVM.b1",0.098,"CVM","b1","Rotated",40
"t","norm",0.1,"sige2_sigb1","CVM.b1",0.156,"CVM","b1","Rotated",40
"t","t",0.05,"sige2_sigb1","CVM.b1",0.148,"CVM","b1","Rotated",40
"t","t",0.1,"sige2_sigb1","CVM.b1",0.21,"CVM","b1","Rotated",40
"exp","exp",0.05,"sige1_sigb1","CVM.b1",0.114,"CVM","b1","Rotated",40
"exp","exp",0.1,"sige1_sigb1","CVM.b1",0.181,"CVM","b1","Rotated",40
"exp","norm",0.05,"sige1_sigb1","CVM.b1",0.062,"CVM","b1","Rotated",40
"exp","norm",0.1,"sige1_sigb1","CVM.b1",0.118,"CVM","b1","Rotated",40
"exp","t",0.05,"sige1_sigb1","CVM.b1",0.12,"CVM","b1","Rotated",40
"exp","t",0.1,"sige1_sigb1","CVM.b1",0.175,"CVM","b1","Rotated",40
"norm","exp",0.05,"sige1_sigb1","CVM.b1",0.091,"CVM","b1","Rotated",40
"norm","exp",0.1,"sige1_sigb1","CVM.b1",0.162,"CVM","b1","Rotated",40
"norm","norm",0.05,"sige1_sigb1","CVM.b1",0.053,"CVM","b1","Rotated",40
"norm","norm",0.1,"sige1_sigb1","CVM.b1",0.097,"CVM","b1","Rotated",40
"norm","t",0.05,"sige1_sigb1","CVM.b1",0.121,"CVM","b1","Rotated",40
"norm","t",0.1,"sige1_sigb1","CVM.b1",0.187,"CVM","b1","Rotated",40
"t","exp",0.05,"sige1_sigb1","CVM.b1",0.138,"CVM","b1","Rotated",40
"t","exp",0.1,"sige1_sigb1","CVM.b1",0.205,"CVM","b1","Rotated",40
"t","norm",0.05,"sige1_sigb1","CVM.b1",0.086,"CVM","b1","Rotated",40
"t","norm",0.1,"sige1_sigb1","CVM.b1",0.141,"CVM","b1","Rotated",40
"t","t",0.05,"sige1_sigb1","CVM.b1",0.162,"CVM","b1","Rotated",40
"t","t",0.1,"sige1_sigb1","CVM.b1",0.231,"CVM","b1","Rotated",40
"exp","exp",0.05,"sige1_sigb2","CVM.b1",0.142,"CVM","b1","Rotated",40
"exp","exp",0.1,"sige1_sigb2","CVM.b1",0.244,"CVM","b1","Rotated",40
"exp","norm",0.05,"sige1_sigb2","CVM.b1",0.046,"CVM","b1","Rotated",40
"exp","norm",0.1,"sige1_sigb2","CVM.b1",0.086,"CVM","b1","Rotated",40
"exp","t",0.05,"sige1_sigb2","CVM.b1",0.166,"CVM","b1","Rotated",40
"exp","t",0.1,"sige1_sigb2","CVM.b1",0.231,"CVM","b1","Rotated",40
"norm","exp",0.05,"sige1_sigb2","CVM.b1",0.146,"CVM","b1","Rotated",40
"norm","exp",0.1,"sige1_sigb2","CVM.b1",0.24,"CVM","b1","Rotated",40
"norm","norm",0.05,"sige1_sigb2","CVM.b1",0.051,"CVM","b1","Rotated",40
"norm","norm",0.1,"sige1_sigb2","CVM.b1",0.113,"CVM","b1","Rotated",40
"norm","t",0.05,"sige1_sigb2","CVM.b1",0.173,"CVM","b1","Rotated",40
"norm","t",0.1,"sige1_sigb2","CVM.b1",0.242,"CVM","b1","Rotated",40
"t","exp",0.05,"sige1_sigb2","CVM.b1",0.187,"CVM","b1","Rotated",40
"t","exp",0.1,"sige1_sigb2","CVM.b1",0.256,"CVM","b1","Rotated",40
"t","norm",0.05,"sige1_sigb2","CVM.b1",0.06,"CVM","b1","Rotated",40
"t","norm",0.1,"sige1_sigb2","CVM.b1",0.121,"CVM","b1","Rotated",40
"t","t",0.05,"sige1_sigb2","CVM.b1",0.213,"CVM","b1","Rotated",40
"t","t",0.1,"sige1_sigb2","CVM.b1",0.28,"CVM","b1","Rotated",40
"exp","exp",0.05,"sige2_sigb1","CVM.b1",0.096,"CVM","b1","Rotated",45
"exp","exp",0.1,"sige2_sigb1","CVM.b1",0.15,"CVM","b1","Rotated",45
"exp","norm",0.05,"sige2_sigb1","CVM.b1",0.067,"CVM","b1","Rotated",45
"exp","norm",0.1,"sige2_sigb1","CVM.b1",0.117,"CVM","b1","Rotated",45
"exp","t",0.05,"sige2_sigb1","CVM.b1",0.1,"CVM","b1","Rotated",45
"exp","t",0.1,"sige2_sigb1","CVM.b1",0.158,"CVM","b1","Rotated",45
"norm","exp",0.05,"sige2_sigb1","CVM.b1",0.061,"CVM","b1","Rotated",45
"norm","exp",0.1,"sige2_sigb1","CVM.b1",0.117,"CVM","b1","Rotated",45
"norm","norm",0.05,"sige2_sigb1","CVM.b1",0.033,"CVM","b1","Rotated",45
"norm","norm",0.1,"sige2_sigb1","CVM.b1",0.076,"CVM","b1","Rotated",45
"norm","t",0.05,"sige2_sigb1","CVM.b1",0.066,"CVM","b1","Rotated",45
"norm","t",0.1,"sige2_sigb1","CVM.b1",0.107,"CVM","b1","Rotated",45
"t","exp",0.05,"sige2_sigb1","CVM.b1",0.112,"CVM","b1","Rotated",45
"t","exp",0.1,"sige2_sigb1","CVM.b1",0.18,"CVM","b1","Rotated",45
"t","norm",0.05,"sige2_sigb1","CVM.b1",0.102,"CVM","b1","Rotated",45
"t","norm",0.1,"sige2_sigb1","CVM.b1",0.156,"CVM","b1","Rotated",45
"t","t",0.05,"sige2_sigb1","CVM.b1",0.167,"CVM","b1","Rotated",45
"t","t",0.1,"sige2_sigb1","CVM.b1",0.227,"CVM","b1","Rotated",45
"exp","exp",0.05,"sige1_sigb1","CVM.b1",0.107,"CVM","b1","Rotated",45
"exp","exp",0.1,"sige1_sigb1","CVM.b1",0.178,"CVM","b1","Rotated",45
"exp","norm",0.05,"sige1_sigb1","CVM.b1",0.06,"CVM","b1","Rotated",45
"exp","norm",0.1,"sige1_sigb1","CVM.b1",0.112,"CVM","b1","Rotated",45
"exp","t",0.05,"sige1_sigb1","CVM.b1",0.129,"CVM","b1","Rotated",45
"exp","t",0.1,"sige1_sigb1","CVM.b1",0.183,"CVM","b1","Rotated",45
"norm","exp",0.05,"sige1_sigb1","CVM.b1",0.09,"CVM","b1","Rotated",45
"norm","exp",0.1,"sige1_sigb1","CVM.b1",0.153,"CVM","b1","Rotated",45
"norm","norm",0.05,"sige1_sigb1","CVM.b1",0.05,"CVM","b1","Rotated",45
"norm","norm",0.1,"sige1_sigb1","CVM.b1",0.097,"CVM","b1","Rotated",45
"norm","t",0.05,"sige1_sigb1","CVM.b1",0.123,"CVM","b1","Rotated",45
"norm","t",0.1,"sige1_sigb1","CVM.b1",0.188,"CVM","b1","Rotated",45
"t","exp",0.05,"sige1_sigb1","CVM.b1",0.148,"CVM","b1","Rotated",45
"t","exp",0.1,"sige1_sigb1","CVM.b1",0.219,"CVM","b1","Rotated",45
"t","norm",0.05,"sige1_sigb1","CVM.b1",0.078,"CVM","b1","Rotated",45
"t","norm",0.1,"sige1_sigb1","CVM.b1",0.138,"CVM","b1","Rotated",45
"t","t",0.05,"sige1_sigb1","CVM.b1",0.172,"CVM","b1","Rotated",45
"t","t",0.1,"sige1_sigb1","CVM.b1",0.244,"CVM","b1","Rotated",45
"exp","exp",0.05,"sige1_sigb2","CVM.b1",0.156,"CVM","b1","Rotated",45
"exp","exp",0.1,"sige1_sigb2","CVM.b1",0.24,"CVM","b1","Rotated",45
"exp","norm",0.05,"sige1_sigb2","CVM.b1",0.056,"CVM","b1","Rotated",45
"exp","norm",0.1,"sige1_sigb2","CVM.b1",0.093,"CVM","b1","Rotated",45
"exp","t",0.05,"sige1_sigb2","CVM.b1",0.175,"CVM","b1","Rotated",45
"exp","t",0.1,"sige1_sigb2","CVM.b1",0.255,"CVM","b1","Rotated",45
"norm","exp",0.05,"sige1_sigb2","CVM.b1",0.155,"CVM","b1","Rotated",45
"norm","exp",0.1,"sige1_sigb2","CVM.b1",0.236,"CVM","b1","Rotated",45
"norm","norm",0.05,"sige1_sigb2","CVM.b1",0.053,"CVM","b1","Rotated",45
"norm","norm",0.1,"sige1_sigb2","CVM.b1",0.106,"CVM","b1","Rotated",45
"norm","t",0.05,"sige1_sigb2","CVM.b1",0.188,"CVM","b1","Rotated",45
"norm","t",0.1,"sige1_sigb2","CVM.b1",0.255,"CVM","b1","Rotated",45
"t","exp",0.05,"sige1_sigb2","CVM.b1",0.185,"CVM","b1","Rotated",45
"t","exp",0.1,"sige1_sigb2","CVM.b1",0.268,"CVM","b1","Rotated",45
"t","norm",0.05,"sige1_sigb2","CVM.b1",0.054,"CVM","b1","Rotated",45
"t","norm",0.1,"sige1_sigb2","CVM.b1",0.112,"CVM","b1","Rotated",45
"t","t",0.05,"sige1_sigb2","CVM.b1",0.219,"CVM","b1","Rotated",45
"t","t",0.1,"sige1_sigb2","CVM.b1",0.301,"CVM","b1","Rotated",45
"exp","exp",0.05,"sige2_sigb1","CVM.b1",0.089,"CVM","b1","Rotated",50
"exp","exp",0.1,"sige2_sigb1","CVM.b1",0.148,"CVM","b1","Rotated",50
"exp","norm",0.05,"sige2_sigb1","CVM.b1",0.062,"CVM","b1","Rotated",50
"exp","norm",0.1,"sige2_sigb1","CVM.b1",0.119,"CVM","b1","Rotated",50
"exp","t",0.05,"sige2_sigb1","CVM.b1",0.106,"CVM","b1","Rotated",50
"exp","t",0.1,"sige2_sigb1","CVM.b1",0.174,"CVM","b1","Rotated",50
"norm","exp",0.05,"sige2_sigb1","CVM.b1",0.055,"CVM","b1","Rotated",50
"norm","exp",0.1,"sige2_sigb1","CVM.b1",0.118,"CVM","b1","Rotated",50
"norm","norm",0.05,"sige2_sigb1","CVM.b1",0.042,"CVM","b1","Rotated",50
"norm","norm",0.1,"sige2_sigb1","CVM.b1",0.083,"CVM","b1","Rotated",50
"norm","t",0.05,"sige2_sigb1","CVM.b1",0.068,"CVM","b1","Rotated",50
"norm","t",0.1,"sige2_sigb1","CVM.b1",0.119,"CVM","b1","Rotated",50
"t","exp",0.05,"sige2_sigb1","CVM.b1",0.12,"CVM","b1","Rotated",50
"t","exp",0.1,"sige2_sigb1","CVM.b1",0.194,"CVM","b1","Rotated",50
"t","norm",0.05,"sige2_sigb1","CVM.b1",0.106,"CVM","b1","Rotated",50
"t","norm",0.1,"sige2_sigb1","CVM.b1",0.153,"CVM","b1","Rotated",50
"t","t",0.05,"sige2_sigb1","CVM.b1",0.17,"CVM","b1","Rotated",50
"t","t",0.1,"sige2_sigb1","CVM.b1",0.239,"CVM","b1","Rotated",50
"exp","exp",0.05,"sige1_sigb1","CVM.b1",0.117,"CVM","b1","Rotated",50
"exp","exp",0.1,"sige1_sigb1","CVM.b1",0.183,"CVM","b1","Rotated",50
"exp","norm",0.05,"sige1_sigb1","CVM.b1",0.054,"CVM","b1","Rotated",50
"exp","norm",0.1,"sige1_sigb1","CVM.b1",0.111,"CVM","b1","Rotated",50
"exp","t",0.05,"sige1_sigb1","CVM.b1",0.123,"CVM","b1","Rotated",50
"exp","t",0.1,"sige1_sigb1","CVM.b1",0.197,"CVM","b1","Rotated",50
"norm","exp",0.05,"sige1_sigb1","CVM.b1",0.084,"CVM","b1","Rotated",50
"norm","exp",0.1,"sige1_sigb1","CVM.b1",0.154,"CVM","b1","Rotated",50
"norm","norm",0.05,"sige1_sigb1","CVM.b1",0.051,"CVM","b1","Rotated",50
"norm","norm",0.1,"sige1_sigb1","CVM.b1",0.107,"CVM","b1","Rotated",50
"norm","t",0.05,"sige1_sigb1","CVM.b1",0.12,"CVM","b1","Rotated",50
"norm","t",0.1,"sige1_sigb1","CVM.b1",0.193,"CVM","b1","Rotated",50
"t","exp",0.05,"sige1_sigb1","CVM.b1",0.152,"CVM","b1","Rotated",50
"t","exp",0.1,"sige1_sigb1","CVM.b1",0.227,"CVM","b1","Rotated",50
"t","norm",0.05,"sige1_sigb1","CVM.b1",0.09,"CVM","b1","Rotated",50
"t","norm",0.1,"sige1_sigb1","CVM.b1",0.152,"CVM","b1","Rotated",50
"t","t",0.05,"sige1_sigb1","CVM.b1",0.178,"CVM","b1","Rotated",50
"t","t",0.1,"sige1_sigb1","CVM.b1",0.262,"CVM","b1","Rotated",50
"exp","exp",0.05,"sige1_sigb2","CVM.b1",0.162,"CVM","b1","Rotated",50
"exp","exp",0.1,"sige1_sigb2","CVM.b1",0.25,"CVM","b1","Rotated",50
"exp","norm",0.05,"sige1_sigb2","CVM.b1",0.064,"CVM","b1","Rotated",50
"exp","norm",0.1,"sige1_sigb2","CVM.b1",0.11,"CVM","b1","Rotated",50
"exp","t",0.05,"sige1_sigb2","CVM.b1",0.192,"CVM","b1","Rotated",50
"exp","t",0.1,"sige1_sigb2","CVM.b1",0.27,"CVM","b1","Rotated",50
"norm","exp",0.05,"sige1_sigb2","CVM.b1",0.147,"CVM","b1","Rotated",50
"norm","exp",0.1,"sige1_sigb2","CVM.b1",0.254,"CVM","b1","Rotated",50
"norm","norm",0.05,"sige1_sigb2","CVM.b1",0.051,"CVM","b1","Rotated",50
"norm","norm",0.1,"sige1_sigb2","CVM.b1",0.105,"CVM","b1","Rotated",50
"norm","t",0.05,"sige1_sigb2","CVM.b1",0.186,"CVM","b1","Rotated",50
"norm","t",0.1,"sige1_sigb2","CVM.b1",0.262,"CVM","b1","Rotated",50
"t","exp",0.05,"sige1_sigb2","CVM.b1",0.194,"CVM","b1","Rotated",50
"t","exp",0.1,"sige1_sigb2","CVM.b1",0.298,"CVM","b1","Rotated",50
"t","norm",0.05,"sige1_sigb2","CVM.b1",0.057,"CVM","b1","Rotated",50
"t","norm",0.1,"sige1_sigb2","CVM.b1",0.113,"CVM","b1","Rotated",50
"t","t",0.05,"sige1_sigb2","CVM.b1",0.229,"CVM","b1","Rotated",50
"t","t",0.1,"sige1_sigb2","CVM.b1",0.301,"CVM","b1","Rotated",50
"exp","exp",0.05,"sige2_sigb1","CVM.b1",0.088,"CVM","b1","Rotated",55
"exp","exp",0.1,"sige2_sigb1","CVM.b1",0.149,"CVM","b1","Rotated",55
"exp","norm",0.05,"sige2_sigb1","CVM.b1",0.07,"CVM","b1","Rotated",55
"exp","norm",0.1,"sige2_sigb1","CVM.b1",0.137,"CVM","b1","Rotated",55
"exp","t",0.05,"sige2_sigb1","CVM.b1",0.106,"CVM","b1","Rotated",55
"exp","t",0.1,"sige2_sigb1","CVM.b1",0.174,"CVM","b1","Rotated",55
"norm","exp",0.05,"sige2_sigb1","CVM.b1",0.062,"CVM","b1","Rotated",55
"norm","exp",0.1,"sige2_sigb1","CVM.b1",0.105,"CVM","b1","Rotated",55
"norm","norm",0.05,"sige2_sigb1","CVM.b1",0.04,"CVM","b1","Rotated",55
"norm","norm",0.1,"sige2_sigb1","CVM.b1",0.078,"CVM","b1","Rotated",55
"norm","t",0.05,"sige2_sigb1","CVM.b1",0.07,"CVM","b1","Rotated",55
"norm","t",0.1,"sige2_sigb1","CVM.b1",0.111,"CVM","b1","Rotated",55
"t","exp",0.05,"sige2_sigb1","CVM.b1",0.137,"CVM","b1","Rotated",55
"t","exp",0.1,"sige2_sigb1","CVM.b1",0.208,"CVM","b1","Rotated",55
"t","norm",0.05,"sige2_sigb1","CVM.b1",0.11,"CVM","b1","Rotated",55
"t","norm",0.1,"sige2_sigb1","CVM.b1",0.173,"CVM","b1","Rotated",55
"t","t",0.05,"sige2_sigb1","CVM.b1",0.177,"CVM","b1","Rotated",55
"t","t",0.1,"sige2_sigb1","CVM.b1",0.26,"CVM","b1","Rotated",55
"exp","exp",0.05,"sige1_sigb1","CVM.b1",0.122,"CVM","b1","Rotated",55
"exp","exp",0.1,"sige1_sigb1","CVM.b1",0.197,"CVM","b1","Rotated",55
"exp","norm",0.05,"sige1_sigb1","CVM.b1",0.055,"CVM","b1","Rotated",55
"exp","norm",0.1,"sige1_sigb1","CVM.b1",0.11,"CVM","b1","Rotated",55
"exp","t",0.05,"sige1_sigb1","CVM.b1",0.134,"CVM","b1","Rotated",55
"exp","t",0.1,"sige1_sigb1","CVM.b1",0.203,"CVM","b1","Rotated",55
"norm","exp",0.05,"sige1_sigb1","CVM.b1",0.09,"CVM","b1","Rotated",55
"norm","exp",0.1,"sige1_sigb1","CVM.b1",0.159,"CVM","b1","Rotated",55
"norm","norm",0.05,"sige1_sigb1","CVM.b1",0.051,"CVM","b1","Rotated",55
"norm","norm",0.1,"sige1_sigb1","CVM.b1",0.109,"CVM","b1","Rotated",55
"norm","t",0.05,"sige1_sigb1","CVM.b1",0.112,"CVM","b1","Rotated",55
"norm","t",0.1,"sige1_sigb1","CVM.b1",0.192,"CVM","b1","Rotated",55
"t","exp",0.05,"sige1_sigb1","CVM.b1",0.161,"CVM","b1","Rotated",55
"t","exp",0.1,"sige1_sigb1","CVM.b1",0.221,"CVM","b1","Rotated",55
"t","norm",0.05,"sige1_sigb1","CVM.b1",0.094,"CVM","b1","Rotated",55
"t","norm",0.1,"sige1_sigb1","CVM.b1",0.145,"CVM","b1","Rotated",55
"t","t",0.05,"sige1_sigb1","CVM.b1",0.197,"CVM","b1","Rotated",55
"t","t",0.1,"sige1_sigb1","CVM.b1",0.274,"CVM","b1","Rotated",55
"exp","exp",0.05,"sige1_sigb2","CVM.b1",0.169,"CVM","b1","Rotated",55
"exp","exp",0.1,"sige1_sigb2","CVM.b1",0.246,"CVM","b1","Rotated",55
"exp","norm",0.05,"sige1_sigb2","CVM.b1",0.055,"CVM","b1","Rotated",55
"exp","norm",0.1,"sige1_sigb2","CVM.b1",0.115,"CVM","b1","Rotated",55
"exp","t",0.05,"sige1_sigb2","CVM.b1",0.197,"CVM","b1","Rotated",55
"exp","t",0.1,"sige1_sigb2","CVM.b1",0.279,"CVM","b1","Rotated",55
"norm","exp",0.05,"sige1_sigb2","CVM.b1",0.162,"CVM","b1","Rotated",55
"norm","exp",0.1,"sige1_sigb2","CVM.b1",0.254,"CVM","b1","Rotated",55
"norm","norm",0.05,"sige1_sigb2","CVM.b1",0.06,"CVM","b1","Rotated",55
"norm","norm",0.1,"sige1_sigb2","CVM.b1",0.11,"CVM","b1","Rotated",55
"norm","t",0.05,"sige1_sigb2","CVM.b1",0.196,"CVM","b1","Rotated",55
"norm","t",0.1,"sige1_sigb2","CVM.b1",0.282,"CVM","b1","Rotated",55
"t","exp",0.05,"sige1_sigb2","CVM.b1",0.205,"CVM","b1","Rotated",55
"t","exp",0.1,"sige1_sigb2","CVM.b1",0.301,"CVM","b1","Rotated",55
"t","norm",0.05,"sige1_sigb2","CVM.b1",0.074,"CVM","b1","Rotated",55
"t","norm",0.1,"sige1_sigb2","CVM.b1",0.127,"CVM","b1","Rotated",55
"t","t",0.05,"sige1_sigb2","CVM.b1",0.24,"CVM","b1","Rotated",55
"t","t",0.1,"sige1_sigb2","CVM.b1",0.33,"CVM","b1","Rotated",55
"exp","exp",0.05,"sige2_sigb1","CVM.b1",0.095,"CVM","b1","Rotated",59
"exp","exp",0.1,"sige2_sigb1","CVM.b1",0.16,"CVM","b1","Rotated",59
"exp","norm",0.05,"sige2_sigb1","CVM.b1",0.072,"CVM","b1","Rotated",59
"exp","norm",0.1,"sige2_sigb1","CVM.b1",0.133,"CVM","b1","Rotated",59
